speed,weight,dead,airbag,seatbelt,frontal,sex,ageOFocc,yearacc,yearVeh,abcat,occRole,deploy,injSeverity
10-24,368.3269999996,alive,airbag,belted,1,f,49,2000,1997,nodeploy,driver,0,2
25-39,760.9009999931,alive,none,none,1,m,24,2002,1986,unavail,pass,0,1
40-54,31.497,alive,none,none,0,f,17,1999,1985,unavail,driver,0,3
10-24,160.8069999982,alive,airbag,belted,0,m,77,1999,1996,nodeploy,driver,0,0
25-39,225.1039999984,alive,none,none,1,m,17,1997,1987,unavail,pass,0,1
10-24,942.7939999998,alive,airbag,belted,0,f,37,1997,1994,nodeploy,driver,0,0
25-39,14.757,alive,airbag,belted,0,f,31,1999,1998,nodeploy,driver,0,3
25-39,590.1799999997,alive,airbag,belted,1,m,24,2002,1997,deploy,driver,1,1
10-24,973.8709999993,alive,airbag,belted,0,f,42,2001,1996,deploy,driver,1,1
25-39,19.7679999999,dead,airbag,none,0,m,70,1998,1995,deploy,pass,1,4
10-24,462.5429999977,alive,airbag,belted,1,f,54,2002,1994,nodeploy,driver,0,1
1-9km/h,3021.0989999771,alive,none,,0,f,26,2000,1992,unavail,driver,0,0
10-24,201.0569999982,alive,airbag,belted,0,m,46,2001,1997,deploy,driver,1,2
10-24,1103.7269999981,alive,none,none,0,f,31,1999,1993,unavail,driver,0,1
40-54,29.4209999999,alive,none,belted,1,f,16,2000,1985,unavail,pass,0,3
40-54,14864.4119999409,alive,none,belted,1,m,17,2000,1988,unavail,driver,0,0
10-24,79.2049999991,alive,none,none,1,f,19,1997,1989,unavail,driver,0,1
40-54,42.4499999997,alive,none,belted,1,m,18,2002,1991,unavail,driver,0,2
25-39,87.3289999999,dead,airbag,belted,1,f,87,1999,1994,deploy,driver,1,3
25-39,46.6409999998,alive,airbag,belted,0,f,16,1998,1994,nodeploy,driver,0,3
55+,11.12,alive,none,none,1,f,79,2000,1986,unavail,pass,0,3
25-39,86.9859999996,alive,none,belted,1,m,35,1998,1972,unavail,driver,0,3
10-24,494.3309999965,alive,airbag,belted,1,m,23,1999,1998,nodeploy,pass,0,0
25-39,19.9779999999,alive,none,none,1,f,37,2002,1984,unavail,driver,0,3
25-39,342.4979999997,alive,airbag,belted,1,m,48,2002,1996,deploy,driver,1,3
25-39,394.0359999985,alive,airbag,belted,1,m,30,1999,1997,deploy,driver,1,2
10-24,58.4689999996,alive,airbag,none,1,m,54,1999,1998,nodeploy,driver,0,1
10-24,44.7379999999,alive,none,none,1,m,29,1999,1993,unavail,pass,0,3
25-39,27.6799999999,alive,airbag,belted,1,m,23,1999,1995,deploy,driver,1,0
10-24,33.2879999997,alive,none,belted,0,f,26,1997,1989,unavail,driver,0,3
10-24,192.5899999999,alive,airbag,belted,0,m,51,2002,1992,nodeploy,driver,0,3
10-24,526.3799999952,alive,airbag,belted,1,f,20,2002,2002,deploy,driver,1,3
10-24,41.8979999996,alive,airbag,belted,1,m,27,1999,1990,nodeploy,driver,0,0
10-24,75.6599999992,alive,none,belted,1,f,77,2002,1991,unavail,driver,0,1
10-24,49.7779999999,alive,none,none,0,m,57,1998,1981,unavail,driver,0,3
10-24,0,alive,airbag,belted,1,f,41,1998,1998,deploy,driver,1,1
25-39,342.2369999997,alive,none,belted,1,m,41,1997,1987,unavail,driver,0,1
10-24,782.5709999949,alive,none,belted,0,f,72,2001,1989,unavail,driver,0,1
10-24,494.6999999993,alive,airbag,belted,1,m,31,2002,2001,nodeploy,driver,0,0
25-39,41.2529999996,dead,none,belted,1,f,73,1997,1988,unavail,driver,0,4
10-24,994.7039999962,alive,airbag,belted,1,f,19,2002,1993,deploy,driver,1,1
10-24,16.2879999999,alive,none,belted,1,f,85,1999,1964,unavail,driver,0,3
10-24,62.5279999999,alive,airbag,belted,1,f,29,1999,1997,nodeploy,driver,0,3
25-39,27.409,alive,none,belted,0,m,23,1999,1988,unavail,driver,0,3
40-54,462.7579999976,alive,none,none,1,m,33,2000,1988,unavail,driver,0,1
10-24,489.0659999996,alive,airbag,belted,1,m,54,2000,1999,nodeploy,driver,0,0
25-39,111.1519999998,alive,none,belted,0,m,18,1999,1988,unavail,pass,0,0
10-24,511.9419999979,alive,airbag,belted,1,m,22,2002,2003,nodeploy,driver,0,0
10-24,178.9319999982,alive,airbag,belted,1,m,63,2001,1999,deploy,driver,1,1
10-24,1120.1359999925,alive,none,none,1,m,35,2001,1992,unavail,driver,0,1
55+,68.9959999993,alive,airbag,belted,1,m,38,2001,1999,deploy,driver,1,2
10-24,207.5979999993,alive,none,belted,1,m,41,2001,1989,unavail,driver,0,0
25-39,65.5839999998,alive,none,none,1,m,27,2001,1990,unavail,driver,0,1
10-24,251.5969999991,alive,none,none,1,f,32,2001,1980,unavail,driver,0,0
25-39,18.5379999999,alive,airbag,belted,1,f,40,2000,1995,deploy,driver,1,2
1-9km/h,465.4089999981,alive,none,belted,0,m,63,1997,1989,unavail,driver,0,0
40-54,96.6119999997,alive,airbag,belted,1,m,37,2000,1998,deploy,driver,1,3
10-24,49.7679999997,alive,airbag,belted,0,f,54,1998,1997,deploy,driver,1,3
1-9km/h,444.6469999999,alive,airbag,none,0,m,49,2001,1994,nodeploy,pass,0,0
10-24,45.5199999996,alive,airbag,belted,1,m,37,2001,2001,deploy,driver,1,3
55+,22.6599999999,alive,airbag,belted,1,f,21,2001,1997,deploy,pass,1,3
25-39,31.4509999999,alive,airbag,belted,1,f,54,1998,1996,deploy,driver,1,3
55+,23.5029999998,alive,none,none,1,m,46,1998,1977,unavail,driver,0,3
10-24,1694.25,alive,airbag,belted,1,m,50,2001,1996,deploy,driver,1,0
10-24,419.125,alive,airbag,belted,0,m,43,2001,1996,nodeploy,driver,0,2
25-39,84.1909999996,alive,none,belted,1,f,63,2000,1993,unavail,driver,0,3
10-24,149.6449999996,alive,none,belted,0,f,20,2001,1995,unavail,pass,0,2
1-9km/h,15.048,alive,airbag,belted,1,f,23,2000,1999,deploy,pass,1,1
25-39,4700.2619999647,alive,none,belted,1,m,45,2001,1994,unavail,driver,0,1
10-24,86.9859999996,alive,none,belted,,f,36,1998,1992,unavail,driver,0,3
25-39,14.1849999999,alive,airbag,belted,0,m,47,1999,1999,nodeploy,driver,0,3
10-24,9.946,alive,airbag,belted,0,m,26,1997,1992,nodeploy,pass,0,3
25-39,8.578,dead,airbag,belted,0,f,24,1997,1996,deploy,driver,1,4
40-54,45.0939999996,alive,none,none,1,f,18,1999,1984,unavail,driver,0,3
25-39,51.3679999998,alive,airbag,belted,1,m,52,1999,1998,deploy,driver,1,1
10-24,47.0789999999,alive,airbag,none,1,m,44,2002,1994,nodeploy,driver,0,3
10-24,2577.1859999895,alive,airbag,belted,1,f,63,1999,1996,deploy,driver,1,0
25-39,153.1729999986,alive,airbag,belted,1,f,37,2002,2002,deploy,driver,1,2
10-24,22232.6399998665,alive,none,belted,1,m,36,2001,1991,unavail,driver,0,0
10-24,78.4679999994,alive,airbag,belted,0,f,33,1998,1994,deploy,driver,1,1
25-39,18.2899999998,alive,none,none,1,f,60,2001,1986,unavail,pass,0,1
10-24,40.4399999999,alive,airbag,belted,0,m,37,1999,1998,deploy,driver,1,3
55+,49.4829999995,dead,none,belted,0,m,38,2000,1990,unavail,pass,0,4
10-24,3252.6699999869,alive,none,belted,1,m,26,2001,1994,unavail,pass,0,0
10-24,519.5649999976,alive,airbag,none,0,m,37,1997,1991,nodeploy,driver,0,2
25-39,6.1569999999,dead,none,none,1,m,38,1999,1990,unavail,driver,0,4
10-24,10.4519999999,alive,none,none,1,m,36,2001,1988,unavail,driver,0,3
10-24,14.0369999999,alive,none,belted,1,m,16,1997,1978,unavail,driver,0,0
10-24,199.1329999994,alive,airbag,belted,1,f,19,2002,1996,deploy,driver,1,3
10-24,4395.2819999456,alive,airbag,belted,1,f,28,2001,1998,deploy,driver,1,1
25-39,38.5949999997,alive,none,belted,0,f,30,1997,1994,unavail,driver,0,2
10-24,189.6969999988,alive,none,none,1,m,18,1999,1990,unavail,pass,0,1
40-54,8.264,dead,airbag,belted,0,m,18,2000,1991,nodeploy,driver,0,3
10-24,175.686999999,alive,none,belted,1,m,21,2002,1993,unavail,pass,0,0
10-24,237.9479999989,alive,airbag,belted,1,m,55,1998,1996,deploy,driver,1,2
25-39,41.8729999997,dead,airbag,belted,0,f,19,2002,1999,deploy,pass,1,4
10-24,325.1489999965,alive,none,belted,0,f,19,1999,1987,unavail,driver,0,1
25-39,3.905,alive,none,none,0,m,29,1997,1984,unavail,driver,0,3
10-24,297.6049999967,alive,airbag,belted,0,m,22,2001,1997,nodeploy,driver,0,2
1-9km/h,3596.1849999726,alive,airbag,belted,0,f,49,2001,1995,nodeploy,driver,0,0
25-39,232.1619999986,alive,none,belted,1,m,20,2001,1991,unavail,driver,0,0
40-54,72.2229999993,alive,none,none,1,m,53,1999,1975,unavail,driver,0,3
10-24,38.5949999997,alive,airbag,belted,0,m,25,1997,1995,deploy,driver,1,3
10-24,148.7399999984,alive,none,none,1,f,49,1997,1988,unavail,driver,0,3
10-24,25.713,alive,airbag,belted,1,f,45,1999,1995,deploy,driver,1,0
10-24,15.5349999999,alive,airbag,belted,0,f,42,1998,1996,nodeploy,pass,0,3
25-39,3193.7619999945,alive,airbag,belted,1,f,49,1998,1998,deploy,driver,1,0
10-24,734.9309999943,alive,airbag,belted,1,m,29,2001,1997,nodeploy,driver,0,2
10-24,918.7459999993,alive,airbag,belted,1,f,38,2000,1991,nodeploy,driver,0,0
10-24,10.845,alive,airbag,none,0,f,41,2002,2002,nodeploy,driver,0,3
10-24,20.6719999998,alive,none,belted,1,m,62,1999,1988,unavail,driver,0,3
25-39,178.7949999999,alive,airbag,belted,1,m,32,1999,1999,deploy,driver,1,1
10-24,189.7719999999,alive,airbag,belted,0,f,80,2002,1995,nodeploy,driver,0,0
10-24,184.9339999985,alive,airbag,none,1,f,51,2001,2001,deploy,driver,1,1
10-24,368.3269999996,alive,none,belted,0,f,66,2000,1992,unavail,driver,0,0
10-24,50.3939999999,alive,airbag,belted,0,m,26,2000,1997,nodeploy,pass,0,0
40-54,54.3029999998,alive,airbag,none,1,m,18,2001,1991,deploy,driver,1,3
10-24,13.8579999999,alive,none,none,1,f,18,2000,1987,unavail,driver,0,1
10-24,86.2209999999,alive,none,belted,1,m,49,2000,1994,unavail,driver,0,1
10-24,429.629999999,alive,airbag,belted,1,m,52,2001,1996,deploy,driver,1,2
25-39,29.4659999998,alive,airbag,belted,0,f,19,2001,1996,deploy,pass,1,1
55+,28.2919999999,alive,none,belted,1,f,19,2001,1984,unavail,pass,0,2
10-24,52.227,alive,none,none,1,m,20,1999,1990,unavail,driver,0,1
10-24,91.4269999992,alive,none,belted,1,f,19,1999,1989,unavail,driver,0,3
25-39,87.0519999992,alive,none,none,1,f,38,1999,1987,unavail,driver,0,3
25-39,136.1569999997,alive,airbag,none,1,f,48,2001,2001,deploy,driver,1,2
25-39,239.8319999985,alive,airbag,belted,0,f,46,1997,1990,deploy,driver,1,3
10-24,26.4239999999,alive,airbag,belted,1,f,55,2001,1992,deploy,driver,1,3
25-39,585.9709999934,alive,none,belted,1,m,34,2001,1999,unavail,driver,0,3
25-39,41.9139999999,alive,airbag,belted,0,,40,2001,2001,nodeploy,driver,0,3
10-24,1523.1629999876,alive,none,belted,1,m,20,2000,1986,unavail,driver,0,0
10-24,199.8969999999,alive,airbag,belted,1,f,57,2000,1992,deploy,driver,1,0
55+,35.9939999999,dead,none,none,0,f,39,2000,1987,unavail,pass,0,4
10-24,1008.1909999996,alive,none,belted,1,m,20,1997,1984,unavail,driver,0,0
10-24,9.9559999999,alive,airbag,belted,1,m,38,2002,2000,deploy,driver,1,3
10-24,1170.4759999961,alive,airbag,belted,1,m,22,2001,1995,deploy,driver,1,0
25-39,0,alive,airbag,none,1,f,48,1998,1999,deploy,pass,1,2
25-39,59.5439999998,alive,airbag,none,0,m,29,1999,1998,deploy,pass,1,3
10-24,7494.9749999642,alive,airbag,belted,1,m,27,2002,1990,deploy,driver,1,0
25-39,31.1549999998,alive,none,none,0,m,25,1998,1988,unavail,driver,0,1
10-24,383.060999997,alive,airbag,belted,0,m,17,1998,1995,nodeploy,driver,0,0
25-39,77.9619999994,alive,airbag,belted,1,m,60,1998,1997,deploy,driver,1,2
10-24,207.0769999996,alive,none,none,1,f,26,2002,1986,unavail,pass,0,2
10-24,1117.1599999964,alive,airbag,belted,0,f,72,1997,1993,nodeploy,driver,0,1
25-39,324.2709999979,alive,none,belted,0,m,16,2002,1991,unavail,driver,0,0
10-24,1156.3709999919,alive,airbag,belted,0,m,17,1997,1997,deploy,driver,1,0
10-24,450.7139999978,alive,airbag,belted,1,f,48,2002,1999,deploy,driver,1,1
10-24,50.3839999996,alive,none,belted,1,f,38,2001,1986,unavail,driver,0,0
10-24,1165.7409999967,alive,airbag,belted,1,m,34,2000,1997,nodeploy,driver,0,0
10-24,658.2959999964,alive,airbag,belted,1,m,27,2002,2002,deploy,pass,1,1
1-9km/h,182.436999999,alive,airbag,belted,0,f,62,2002,2001,nodeploy,driver,0,1
10-24,5.051,alive,airbag,belted,0,f,25,2002,1999,nodeploy,pass,0,1
10-24,966.8949999958,alive,airbag,belted,1,f,39,2000,1996,nodeploy,driver,0,0
25-39,132.0979999993,alive,none,belted,1,f,17,2002,1990,unavail,driver,0,3
10-24,126.4189999998,alive,none,belted,1,f,52,1998,1989,unavail,driver,0,3
25-39,17.132,alive,none,none,1,f,88,1998,1989,unavail,driver,0,3
10-24,335.9549999982,alive,airbag,belted,1,m,24,2000,1996,deploy,driver,1,1
25-39,201.1309999991,alive,airbag,none,1,m,33,1999,1997,deploy,driver,1,0
10-24,86.9859999996,alive,airbag,belted,0,f,28,1998,1995,nodeploy,pass,0,0
1-9km/h,519.8479999974,alive,airbag,belted,1,f,18,1999,1995,deploy,driver,1,1
25-39,612.175999999,alive,airbag,belted,1,m,35,2001,1996,deploy,driver,1,2
10-24,10.7659999999,alive,airbag,belted,1,f,33,1999,1990,deploy,driver,1,3
10-24,44.1989999996,alive,airbag,belted,1,m,55,2002,1999,deploy,driver,1,0
10-24,174.1179999989,alive,none,none,1,f,72,1997,1986,unavail,pass,0,2
10-24,10.7609999999,alive,airbag,belted,0,m,32,2001,1999,nodeploy,driver,0,3
55+,48.0269999998,alive,airbag,none,1,m,19,2000,1999,deploy,pass,1,3
10-24,18.5359999998,alive,airbag,belted,0,f,73,1997,1994,nodeploy,driver,0,3
10-24,113.8949999996,alive,airbag,belted,1,f,42,1999,1999,deploy,driver,1,0
55+,11.8729999999,dead,none,none,1,f,69,2001,1990,unavail,driver,0,4
40-54,47.5029999996,alive,none,belted,1,f,43,1998,1990,unavail,driver,0,2
10-24,286.2249999978,alive,airbag,belted,0,m,26,1999,1999,nodeploy,driver,0,2
10-24,2766.3009999991,alive,airbag,none,1,m,,2002,1998,deploy,driver,1,0
25-39,32.4859999996,dead,airbag,none,0,m,24,1997,1994,deploy,driver,1,4
10-24,168.7139999997,alive,airbag,belted,0,m,38,1998,1996,nodeploy,driver,0,1
25-39,198.4289999995,alive,airbag,belted,1,f,17,2002,1998,deploy,driver,1,0
25-39,161.6769999992,alive,none,belted,0,f,29,2002,1992,unavail,pass,0,3
10-24,2361.7809999883,alive,airbag,belted,1,m,71,1999,1995,nodeploy,driver,0,1
10-24,11.264,dead,airbag,none,0,m,66,2000,1999,nodeploy,driver,0,4
10-24,250.220999999,alive,none,belted,1,m,81,2002,1989,unavail,driver,0,1
1-9km/h,2389.0259999931,alive,none,belted,0,m,26,1997,1989,unavail,driver,0,1
10-24,20.9569999999,alive,airbag,none,1,f,43,2002,2000,nodeploy,driver,0,3
10-24,45.2309999997,alive,airbag,belted,0,f,51,2000,1994,nodeploy,driver,0,1
10-24,335.9549999982,alive,airbag,belted,1,m,21,2000,1995,deploy,driver,1,2
10-24,0,alive,airbag,none,1,f,45,1998,1998,deploy,driver,1,2
40-54,9.5739999999,alive,none,none,1,m,22,1998,1986,unavail,pass,0,
10-24,63.2329999995,alive,none,belted,0,f,54,1998,1990,unavail,driver,0,0
10-24,9.2849999999,alive,airbag,none,1,m,30,2001,1995,deploy,driver,1,2
1-9km/h,158.2859999985,alive,none,none,0,f,32,1998,1994,unavail,driver,0,0
10-24,34.7059999998,alive,airbag,none,1,m,26,2001,2001,deploy,driver,1,2
10-24,618.3659999967,alive,none,none,1,f,17,1998,1987,unavail,driver,0,2
10-24,9296.3309999704,alive,airbag,belted,1,f,37,1998,1997,nodeploy,driver,0,0
40-54,10.943,alive,none,none,1,f,17,1999,1985,unavail,pass,0,3
10-24,4.3259999999,alive,airbag,belted,1,f,41,2002,2000,nodeploy,driver,0,0
10-24,33.4719999996,alive,airbag,belted,1,f,24,2002,2002,nodeploy,driver,0,3
25-39,56.0369999995,alive,none,none,1,m,27,2000,1996,unavail,pass,0,2
10-24,48.6229999997,alive,none,belted,1,f,45,1997,1983,unavail,driver,0,3
25-39,54.3389999997,alive,airbag,belted,0,f,60,2000,1998,nodeploy,pass,0,0
10-24,604.5249999985,alive,airbag,belted,0,f,51,1999,1995,nodeploy,driver,0,1
25-39,18.5019999999,alive,none,belted,1,f,26,1997,1986,unavail,driver,0,2
25-39,45.6529999999,alive,airbag,belted,1,m,23,2001,2000,deploy,driver,1,1
40-54,373.6279999986,alive,airbag,none,1,f,19,2002,1997,deploy,driver,1,2
25-39,68.8479999993,alive,airbag,belted,0,f,41,2002,2001,nodeploy,driver,0,1
25-39,86.676,alive,airbag,none,0,m,60,2000,1997,deploy,driver,1,3
25-39,11.264,alive,none,belted,1,m,38,2000,1992,unavail,pass,0,1
25-39,54.3389999997,alive,none,belted,0,m,55,2000,1982,unavail,driver,0,3
40-54,13.669,dead,airbag,belted,0,f,87,1998,1995,nodeploy,pass,0,4
40-54,28.875,alive,airbag,none,0,m,31,2000,1994,nodeploy,driver,0,3
25-39,251.8389999997,alive,airbag,belted,1,m,33,2000,1994,deploy,driver,1,2
10-24,0,alive,airbag,belted,1,f,52,1999,1998,deploy,driver,1,1
10-24,186.5479999986,alive,none,belted,1,f,57,2002,1989,unavail,driver,0,2
10-24,16.6789999998,alive,airbag,belted,1,f,34,1998,1998,deploy,driver,1,0
10-24,804.6159999967,alive,none,none,1,m,36,2000,1992,unavail,driver,0,3
10-24,347.7469999976,alive,airbag,belted,0,m,26,1999,1997,nodeploy,driver,0,0
55+,52.4139999999,alive,none,belted,1,m,55,1998,1990,unavail,driver,0,3
25-39,32.0989999999,alive,none,belted,1,f,22,1999,1988,unavail,pass,0,2
10-24,218.0829999987,alive,none,belted,1,m,55,1998,1989,unavail,driver,0,0
55+,158.6849999987,alive,airbag,belted,0,f,29,1998,1997,nodeploy,driver,0,1
10-24,2190.9879999757,alive,airbag,belted,0,f,39,1997,1996,nodeploy,driver,0,0
40-54,72.176,alive,none,none,1,m,17,2001,1989,unavail,pass,0,3
10-24,31.5839999998,alive,airbag,belted,1,f,32,2000,2000,deploy,driver,1,3
1-9km/h,1983.4339999855,alive,airbag,belted,1,m,39,2000,2000,nodeploy,driver,0,0
25-39,18.8089999999,alive,airbag,belted,0,m,48,2000,1998,nodeploy,driver,0,3
25-39,14.374,alive,airbag,belted,1,f,48,1998,1995,deploy,pass,1,3
25-39,74.9739999995,alive,airbag,belted,0,m,16,2002,2000,nodeploy,driver,0,3
10-24,41.1339999996,alive,none,none,1,f,24,2000,1992,unavail,driver,0,1
25-39,66.5999999996,alive,none,belted,0,m,23,1998,1992,unavail,pass,0,3
40-54,595.8479999974,alive,none,belted,1,m,37,,1988,unavail,driver,0,3
55+,82.5929999994,alive,none,belted,1,m,54,1999,1988,unavail,driver,0,4
10-24,305.8999999985,alive,none,none,1,m,23,1997,1986,unavail,driver,0,2
10-24,81.9959999993,alive,none,belted,1,m,59,1997,1985,unavail,driver,0,0
25-39,102.0399999991,alive,airbag,belted,0,f,69,2002,1994,deploy,driver,1,2
10-24,68.3599999994,alive,none,belted,0,m,23,2000,1985,unavail,driver,0,0
55+,32.4669999997,dead,airbag,none,0,f,52,1998,1998,deploy,pass,1,4
10-24,546.5529999956,alive,none,none,0,m,34,1998,1984,unavail,driver,0,1
10-24,74.5949999997,alive,airbag,belted,1,m,50,2002,2000,deploy,driver,1,1
10-24,6895.0389999747,alive,airbag,belted,1,f,28,1999,1997,deploy,driver,1,0
10-24,49.4829999995,alive,none,belted,1,m,21,2000,1994,unavail,pass,0,2
10-24,857.1879999936,alive,none,belted,0,f,69,2000,1989,unavail,driver,0,0
55+,30.2899999998,alive,none,none,0,m,19,1997,1989,unavail,driver,0,3
25-39,6.979,alive,airbag,belted,0,f,32,1997,1994,deploy,driver,1,3
40-54,34.6989999996,alive,none,belted,1,m,41,1997,1989,unavail,driver,0,3
1-9km/h,841.7729999945,alive,airbag,belted,0,m,65,2002,1997,deploy,driver,1,0
55+,306.7149999999,alive,none,none,1,m,35,2000,1988,unavail,driver,0,3
10-24,42.4909999999,alive,none,belted,1,m,18,2002,1981,unavail,driver,0,3
25-39,498.068,alive,airbag,none,1,m,59,2001,1999,deploy,driver,1,2
55+,16.3899999999,dead,none,none,1,m,34,1997,1992,unavail,driver,0,4
40-54,15.5099999999,alive,none,belted,1,f,23,1997,1991,unavail,pass,0,0
10-24,535.5859999955,alive,none,belted,1,f,21,1998,1992,unavail,driver,0,0
10-24,5239.1609999538,alive,none,belted,0,f,24,2001,1989,unavail,pass,0,0
10-24,294.4799999967,alive,airbag,belted,0,f,26,1998,1996,nodeploy,driver,0,1
10-24,157.8949999996,alive,airbag,belted,1,f,56,2001,2000,nodeploy,driver,0,0
1-9km/h,11766.6719999313,alive,airbag,belted,0,f,24,1997,1996,nodeploy,driver,0,0
1-9km/h,1983.2929999977,alive,airbag,belted,0,m,25,2002,1999,nodeploy,driver,0,0
40-54,66.9899999993,alive,none,none,0,m,20,1997,1993,unavail,driver,0,3
10-24,261.2349999994,alive,none,belted,0,f,16,1999,1993,unavail,pass,0,1
10-24,709.3959999979,alive,airbag,belted,0,f,34,2002,2002,nodeploy,driver,0,1
40-54,227.0469999984,alive,none,none,1,m,51,2001,1987,unavail,driver,0,2
10-24,732.3129999936,alive,airbag,belted,0,f,19,1999,1999,nodeploy,pass,0,1
25-39,49.7679999997,alive,airbag,belted,0,m,16,1998,1995,nodeploy,driver,0,3
10-24,0,alive,airbag,belted,1,m,29,1998,1998,deploy,pass,1,0
10-24,791.3639999926,alive,none,belted,0,f,34,2000,1993,unavail,driver,0,1
25-39,71.0999999996,alive,none,none,1,f,21,1998,1984,unavail,driver,0,3
10-24,21.9219999998,alive,none,belted,0,m,51,1999,1991,unavail,driver,0,0
40-54,208.9199999999,alive,airbag,belted,1,m,23,2002,1992,deploy,driver,1,2
10-24,56.0369999995,alive,airbag,none,1,m,19,2000,1996,deploy,pass,1,3
1-9km/h,528.3319999948,alive,airbag,belted,0,f,20,1998,1998,nodeploy,driver,0,0
10-24,98.784,alive,airbag,none,1,m,27,2002,1993,deploy,driver,1,1
40-54,58.9339999999,dead,none,none,1,m,42,1999,1992,unavail,driver,0,4
10-24,0,alive,airbag,belted,1,m,25,1998,1998,deploy,driver,1,2
10-24,163.7349999994,alive,none,belted,1,m,22,2001,1988,unavail,driver,0,0
10-24,326.9849999994,alive,none,belted,1,f,19,1997,1989,unavail,driver,0,0
10-24,1864.4219999909,alive,airbag,belted,1,m,20,2002,1997,deploy,driver,1,0
10-24,23.2699999998,alive,none,belted,0,m,39,1999,1987,unavail,driver,0,3
25-39,15.3189999999,alive,airbag,belted,0,f,27,1999,1999,nodeploy,driver,0,3
10-24,72.0809999993,alive,none,none,1,m,39,1997,1994,unavail,driver,0,1
10-24,796.2299999967,alive,none,belted,0,m,51,2002,1992,unavail,driver,0,1
25-39,10.7609999999,alive,none,belted,0,m,57,2001,1986,unavail,pass,0,0
10-24,891.4789999947,alive,none,belted,1,m,19,2001,1991,unavail,pass,0,0
10-24,367.2849999964,alive,none,none,1,m,36,2002,1994,unavail,driver,0,0
10-24,376.8759999983,alive,none,belted,1,m,31,1997,1987,unavail,pass,0,0
40-54,22.5389999999,dead,airbag,none,0,m,32,2002,2000,nodeploy,driver,0,4
25-39,17.9379999998,alive,none,none,1,f,46,1999,1989,unavail,driver,0,3
10-24,877.5209999979,alive,airbag,belted,0,m,48,2000,1996,nodeploy,driver,0,0
10-24,102.0069999993,alive,none,none,1,f,28,2001,1992,unavail,pass,0,
25-39,884.6489999965,alive,airbag,belted,1,m,25,2001,1994,deploy,driver,1,0
10-24,15.943,alive,airbag,belted,0,m,41,1999,1996,nodeploy,driver,0,3
25-39,54.3029999998,alive,airbag,none,1,m,24,2001,1997,deploy,driver,1,3
10-24,278.6969999969,alive,airbag,belted,0,f,23,2000,1994,deploy,driver,1,3
25-39,3618.2149999738,alive,airbag,none,1,m,18,2002,1999,deploy,driver,1,0
25-39,917.5069999993,alive,airbag,belted,0,f,28,2002,2001,deploy,driver,1,1
25-39,770.0969999954,alive,airbag,belted,1,m,33,1999,,deploy,driver,1,2
25-39,485.9109999985,alive,none,belted,0,f,83,1999,1994,unavail,driver,0,2
25-39,67.7619999992,alive,none,none,1,m,43,2002,1992,unavail,pass,0,3
10-24,48.0359999998,alive,none,none,1,m,27,1998,1983,unavail,driver,0,3
10-24,1047.7859999985,alive,airbag,belted,1,m,62,2001,2001,nodeploy,driver,0,0
10-24,3.015,alive,airbag,belted,1,m,19,1998,1996,deploy,pass,1,2
10-24,798.4829999954,alive,airbag,belted,0,f,41,2000,1995,nodeploy,pass,0,1
10-24,91.4269999992,alive,none,none,0,m,27,1999,1987,unavail,driver,0,1
10-24,13.556,alive,airbag,belted,1,f,46,2001,2001,deploy,driver,1,3
10-24,32.8559999997,alive,none,none,0,m,31,2002,1991,unavail,driver,0,3
25-39,22.2779999999,alive,none,belted,1,f,23,1999,1991,unavail,pass,0,1
10-24,37.0989999999,alive,airbag,belted,1,f,23,1997,1995,deploy,driver,1,1
10-24,206.0669999998,alive,none,belted,1,m,29,1997,1986,unavail,driver,0,3
10-24,819.8929999992,alive,none,belted,0,f,33,1997,1988,unavail,driver,0,1
25-39,3.694,dead,none,belted,0,m,81,1999,1988,unavail,driver,0,4
10-24,57.9989999998,alive,airbag,belted,0,f,26,1999,1999,nodeploy,pass,0,2
25-39,14.115,alive,airbag,none,0,f,76,1999,1996,deploy,driver,1,3
40-54,29.6639999999,alive,airbag,none,0,f,19,2002,1994,nodeploy,driver,0,3
25-39,1431.1559999883,alive,airbag,belted,1,m,32,2001,1995,deploy,driver,1,0
25-39,453.0209999979,alive,none,belted,1,m,16,1999,1992,unavail,pass,0,
10-24,544.9689999968,alive,airbag,belted,1,f,49,1999,1998,deploy,driver,1,2
25-39,9.2849999999,alive,none,none,1,m,36,2001,1986,unavail,driver,0,1
40-54,11.083,alive,airbag,belted,1,m,47,2000,1995,deploy,driver,1,1
10-24,130.9409999996,alive,airbag,belted,1,m,19,2000,2000,deploy,pass,1,0
10-24,78.71,alive,none,belted,1,f,23,2002,1992,unavail,pass,0,3
10-24,21.017,alive,airbag,none,1,f,63,1999,1999,deploy,pass,1,3
10-24,251.6539999992,alive,airbag,belted,0,m,19,1998,1997,deploy,pass,1,1
40-54,222.300999999,alive,airbag,belted,1,f,49,2001,1998,deploy,driver,1,5
25-39,45.6529999999,alive,airbag,belted,1,f,49,2001,1998,deploy,pass,1,3
40-54,12.3829999999,alive,none,belted,0,f,17,1997,1989,unavail,driver,0,3
10-24,51.8099999996,alive,airbag,belted,0,f,43,1999,1996,nodeploy,pass,0,1
10-24,39.6479999996,alive,airbag,belted,1,f,47,2002,2000,deploy,driver,1,3
25-39,45.2479999997,dead,none,none,0,f,72,2001,1994,unavail,pass,0,4
