year,age,maritl,race,education,jobclass,health,health_ins,wage
2006,42,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,2. No,170.6951277113
2003,42,2. Married,1. White,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,101.8243520757
2007,22,1. Never Married,3. Asian,2. HS Grad,1. Industrial,1. <=Good,2. No,59.0970640816
2009,34,1. Never Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,87.9810327856
2003,55,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,130.9821773775
2007,47,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,130.9821773775
2004,45,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,138.2991269209
2008,36,4. Divorced,1. White,2. HS Grad,2. Information,2. >=Very Good,2. No,56.9055391447
2005,45,4. Divorced,2. Black,3. Some College,2. Information,2. >=Very Good,2. No,75.355679318
2003,38,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,118.7120940537
2005,50,4. Divorced,1. White,4. College Grad,1. Industrial,1. <=Good,1. Yes,118.8843593399
2006,20,1. Never Married,2. Black,3. Some College,2. Information,2. >=Very Good,2. No,75.0431540174
2005,28,1. Never Married,1. White,3. Some College,1. Industrial,1. <=Good,1. Yes,89.2428846645
2007,29,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,89.492479518
2007,40,2. Married,2. Black,1. < HS Grad,2. Information,2. >=Very Good,2. No,70.4760196469
2009,42,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,182.0206209635
2003,42,4. Divorced,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,85.383940379
2004,35,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,138.2991269209
2007,43,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,141.7751723332
2008,57,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,118.8843593399
2005,43,2. Married,1. White,2. HS Grad,2. Information,1. <=Good,1. Yes,68.7480877338
2003,37,1. Never Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,98.5993438604
2008,50,2. Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,46.7632687977
2005,22,1. Never Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,81.2832532843
2004,46,4. Divorced,2. Black,3. Some College,2. Information,2. >=Very Good,1. Yes,90.4819133566
2004,39,2. Married,2. Black,2. HS Grad,1. Industrial,1. <=Good,1. Yes,101.8243520757
2003,53,2. Married,1. White,3. Some College,1. Industrial,1. <=Good,1. Yes,268.2662920126
2005,31,1. Never Married,1. White,1. < HS Grad,1. Industrial,1. <=Good,2. No,40.4056652597
2005,70,2. Married,1. White,4. College Grad,2. Information,1. <=Good,2. No,50.3540016352
2009,43,1. Never Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,36.6737041961
2005,26,1. Never Married,3. Asian,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,114.0225803786
2004,46,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,185.2833170885
2008,41,4. Divorced,1. White,3. Some College,1. Industrial,1. <=Good,1. Yes,99.6894636985
2004,59,3. Widowed,2. Black,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,141.7751723332
2005,54,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,148.4131591026
2007,39,2. Married,1. White,3. Some College,2. Information,1. <=Good,1. Yes,116.2653240625
2004,44,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,109.8339856422
2009,34,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,160.6424754083
2004,41,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,109.8339856422
2009,30,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,105.9278107751
2009,56,2. Married,4. Other,2. HS Grad,1. Industrial,1. <=Good,2. No,60.1541246622
2009,51,4. Divorced,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,128.6804882206
2007,52,2. Married,1. White,3. Some College,2. Information,1. <=Good,1. Yes,91.093218469
2003,55,1. Never Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,110.7826502763
2003,42,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,32.3664131749
2006,52,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,85.383940379
2009,49,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,166.3249412339
2004,54,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,141.7751723332
2006,46,2. Married,1. White,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,118.8843593399
2005,49,1. Never Married,1. White,3. Some College,1. Industrial,1. <=Good,1. Yes,90.7270793135
2006,47,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,150.0704769094
2005,45,2. Married,1. White,3. Some College,1. Industrial,1. <=Good,2. No,81.2832532843
2009,38,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,148.4131591026
2004,55,2. Married,1. White,4. College Grad,2. Information,1. <=Good,2. No,134.7053751189
2009,52,5. Separated,2. Black,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,87.9810327856
2003,45,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,127.1157438122
2003,38,2. Married,1. White,3. Some College,2. Information,1. <=Good,1. Yes,94.0727147457
2003,27,1. Never Married,1. White,3. Some College,1. Industrial,1. <=Good,1. Yes,120.5894365304
2009,25,1. Never Married,3. Asian,4. College Grad,2. Information,2. >=Very Good,1. Yes,115.3750385564
2004,24,1. Never Married,1. White,4. College Grad,2. Information,2. >=Very Good,2. No,70.4760196469
2007,53,4. Divorced,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,85.383940379
2009,46,2. Married,1. White,5. Advanced Degree,1. Industrial,2. >=Very Good,2. No,150.3306534958
2007,34,2. Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,92.8958447895
2007,22,1. Never Married,3. Asian,4. College Grad,2. Information,1. <=Good,1. Yes,63.1888610037
2005,54,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,158.1736622505
2009,66,2. Married,2. Black,2. HS Grad,2. Information,1. <=Good,2. No,138.2991269209
2004,52,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,134.7053751189
2004,52,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,133.9715000707
2009,51,2. Married,3. Asian,3. Some College,1. Industrial,1. <=Good,1. Yes,107.9039238669
2003,20,1. Never Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,76.8936025176
2005,55,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,113.5670895698
2006,30,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,118.8843593399
2006,50,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,176.9896504899
2009,44,2. Married,1. White,1. < HS Grad,1. Industrial,1. <=Good,2. No,87.9810327856
2008,49,1. Never Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,81.2832532843
2007,76,2. Married,3. Asian,4. College Grad,1. Industrial,1. <=Good,1. Yes,76.8936025176
2003,44,2. Married,1. White,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,100.7642728421
2006,42,2. Married,1. White,2. HS Grad,2. Information,1. <=Good,1. Yes,106.9218140912
2007,38,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,171.7651326275
2003,80,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,82.6796372966
2008,37,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,161.9149513819
2003,42,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,134.7053751189
2009,29,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,104.9215065337
2007,32,2. Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,65.1108537153
2007,37,1. Never Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,92.7295279091
2006,54,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,2. No,117.1468169148
2008,57,2. Married,1. White,1. < HS Grad,2. Information,1. <=Good,1. Yes,110.7826502763
2006,36,1. Never Married,2. Black,3. Some College,1. Industrial,2. >=Very Good,1. Yes,97.4932940454
2004,37,2. Married,3. Asian,4. College Grad,2. Information,2. >=Very Good,2. No,148.4131591026
2009,20,1. Never Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,76.8936025176
2004,40,1. Never Married,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,99.6894636985
2004,36,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,176.9896504899
2004,53,3. Widowed,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,117.1468169148
2008,30,2. Married,3. Asian,2. HS Grad,2. Information,2. >=Very Good,2. No,59.0970640816
2006,52,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,92.8958447895
2003,38,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,154.6852929956
2003,39,2. Married,1. White,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,123.0896998479
2003,49,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,98.5993438604
2006,47,1. Never Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,182.0206209635
2003,46,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,141.7751723332
2005,51,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,109.8339856422
2006,38,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,134.7053751189
2006,49,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,127.1157438122
2005,21,1. Never Married,2. Black,3. Some College,2. Information,2. >=Very Good,1. Yes,105.9278107751
2005,34,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,94.0727147457
2004,38,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,104.9215065337
2007,60,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,2. No,164.6469889303
2008,34,1. Never Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,108.8745258347
2004,58,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,102.8702469332
2005,25,1. Never Married,1. White,3. Some College,1. Industrial,1. <=Good,1. Yes,81.2832532843
2008,52,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,114.4757132903
2005,50,1. Never Married,4. Other,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,73.7757432747
2008,33,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,87.9810327856
2006,31,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,92.0363233011
2006,29,1. Never Married,3. Asian,4. College Grad,1. Industrial,1. <=Good,1. Yes,160.6424754083
2004,46,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,99.6894636985
2006,30,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,71.6867436659
2008,42,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,125.5254984338
2005,40,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,130.9821773775
2008,44,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,148.4131591026
2003,44,1. Never Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,110.7826502763
2008,41,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,176.9896504899
2009,31,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,133.3806076614
2008,38,2. Married,3. Asian,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,136.8763676352
2003,36,2. Married,2. Black,3. Some College,1. Industrial,2. >=Very Good,1. Yes,109.8339856422
2006,51,2. Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,101.402052303
2009,34,1. Never Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,136.5176552224
2005,57,2. Married,1. White,4. College Grad,1. Industrial,1. <=Good,2. No,75.355679318
2009,19,1. Never Married,2. Black,2. HS Grad,2. Information,1. <=Good,2. No,73.7757432747
2003,24,1. Never Married,1. White,4. College Grad,2. Information,2. >=Very Good,2. No,99.6894636985
2008,30,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,95.230712567
2009,49,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,104.9215065337
2004,24,2. Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,127.1157438122
2007,47,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,171.7651326275
2006,45,1. Never Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,196.1252725943
2007,31,2. Married,3. Asian,2. HS Grad,1. Industrial,1. <=Good,2. No,81.2832532843
2006,56,2. Married,1. White,2. HS Grad,2. Information,1. <=Good,2. No,86.6951548289
2003,58,2. Married,1. White,1. < HS Grad,1. Industrial,1. <=Good,2. No,97.4932940454
2003,25,1. Never Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,85.383940379
2004,58,2. Married,1. White,3. Some College,1. Industrial,1. <=Good,1. Yes,152.2168068271
2008,33,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,128.6804882206
2009,37,2. Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,68.7480877338
2009,49,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,175.9329977024
2006,49,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,2. No,138.2991269209
2005,36,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,134.7053751189
2009,41,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,117.1468169148
2009,42,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,186.876677628
2007,45,2. Married,1. White,3. Some College,1. Industrial,1. <=Good,1. Yes,114.4757132903
2003,43,2. Married,3. Asian,4. College Grad,2. Information,2. >=Very Good,1. Yes,154.6852929956
2005,50,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,130.9821773775
2006,39,2. Married,1. White,2. HS Grad,2. Information,1. <=Good,1. Yes,99.6894636985
2005,28,2. Married,1. White,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,82.6796372966
2003,33,4. Divorced,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,120.5894365304
2009,45,2. Married,1. White,2. HS Grad,2. Information,1. <=Good,1. Yes,98.5993438604
2005,59,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,148.4131591026
2005,55,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,118.8843593399
2009,61,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,122.2636738928
,27,2. Married,1. White,3. Some College,1. Industrial,1. <=Good,1. Yes,63.1888610037
2008,66,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,148.4131591026
2005,38,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,160.6424754083
2004,59,2. Married,,5. Advanced Degree,2. Information,2. >=Very Good,2. No,189.2441629328
2005,55,4. Divorced,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,102.8702469332
2007,32,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,118.8843593399
2005,56,5. Separated,1. White,2. HS Grad,2. Information,1. <=Good,1. Yes,110.7826502763
2008,40,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,,160.6424754083
2008,29,2. Married,1. White,3. Some College,1. Industrial,1. <=Good,2. No,101.8243520757
2008,50,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,176.9896504899
2007,51,4. Divorced,1. White,4. College Grad,,1. <=Good,1. Yes,281.7459705519
2007,42,3. Widowed,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,85.383940379
2009,50,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,87.9810327856
2009,46,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,84.3157688646
2006,55,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,127.1157438122
2005,,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,114.4757132903
2006,63,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,134.7053751189
2005,48,1. Never Married,1. White,4. College Grad,2. Information,1. <=Good,2. No,69.0108766221
2007,23,2. Married,2. Black,3. Some College,2. Information,2. >=Very Good,2. No,94.0727147457
2005,24,1. Never Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,172.2172655218
2008,58,1. Never Married,1. White,1. < HS Grad,2. Information,1. <=Good,1. Yes,
2007,36,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,127.1157438122
2009,33,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,267.9010868553
2004,59,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,256.4006495624
2004,45,2. Married,3. Asian,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,272.2947832201
2007,49,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,2. No,79.8549003093
2007,33,2. Married,1. White,1. < HS Grad,1. Industrial,1. <=Good,2. No,87.9810327856
2004,,2. Married,1. White,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,94.0727147457
2007,30,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,2. No,127.1157438122
2007,22,1. Never Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,70.6610476694
2009,46,2. Married,1. White,5. Advanced Degree,,2. >=Very Good,1. Yes,157.7005277257
2005,21,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,141.7751723332
2009,28,1. Never Married,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,97.4932940454
2009,70,2. Married,3. Asian,5. Advanced Degree,2. Information,1. <=Good,2. No,127.9012329791
2007,46,2. Married,2. Black,3. Some College,2. Information,1. <=Good,1. Yes,
2006,35,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,114.4757132903
2003,50,2. Married,1. White,3. Some College,,2. >=Very Good,1. Yes,143.9273593658
2004,50,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,87.9810327856
2003,43,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,2. No,73.7757432747
2005,52,4. Divorced,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,87.9810327856
,40,2. Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,1. Yes,81.2832532843
2004,53,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,118.8843593399
2005,26,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,116.4423183337
2008,46,1. Never Married,2. Black,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,120.5894365304
2004,31,1. Never Married,2. Black,,2. Information,1. <=Good,1. Yes,109.8339856422
2003,46,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,99.6894636985
2007,66,4. Divorced,2. Black,2. HS Grad,2. Information,1. <=Good,1. Yes,70.4760196469
2003,47,2. Married,1. White,3. Some College,1. Industrial,1. <=Good,1. Yes,146.4628385151
2004,65,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,125.5254984338
2004,30,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,114.4757132903
2005,50,4. Divorced,1. White,2. HS Grad,2. Information,,1. Yes,75.0431540174
2004,42,2. Married,1. White,4. College Grad,1. Industrial,1. <=Good,1. Yes,138.2991269209
2003,23,1. Never Married,2. Black,1. < HS Grad,2. Information,1. <=Good,2. No,
2008,41,2. Married,1. White,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,115.3750385564
2007,29,1. Never Married,3. Asian,4. College Grad,1. Industrial,1. <=Good,2. No,62.2386812564
2006,63,2. Married,1. White,3. Some College,2. Information,1. <=Good,1. Yes,125.5254984338
2004,41,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,99.6894636985
2006,43,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,1. Yes,97.4932940454
2004,56,,2. Black,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,141.7751723332
2006,54,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,115.3750385564
,33,2. Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,100.0867423179
2009,34,2. Married,3. Asian,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,152.8388009912
2004,45,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,272.2947832201
2007,52,2. Married,1. White,3. Some College,1. Industrial,,1. Yes,86.6951548289
2003,38,4. Divorced,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,92.6581301669
2006,36,2. Married,1. White,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,179.2148580363
2009,35,2. Married,3. Asian,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,193.411070531
2006,40,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,1. Yes,
2007,48,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,109.8339856422
2004,45,2. Married,1. White,2. HS Grad,2. Information,1. <=Good,1. Yes,106.1275821508
2007,49,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,106.9218140912
2007,53,2. Married,1. White,3. Some College,1. Industrial,1. <=Good,1. Yes,118.8843593399
2003,52,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,2. No,101.8243520757
2009,33,1. Never Married,1. White,4. College Grad,2. Information,2. >=Very Good,1. Yes,196.1252725943
2004,40,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,117.1468169148
2008,54,2. Married,1. White,2. HS Grad,2. Information,2. >=Very Good,2. No,78.1551614079
,33,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,92.8958447895
2003,42,2. Married,1. White,1. < HS Grad,1. Industrial,1. <=Good,2. No,56.9055391447
2003,38,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,101.8243520757
2009,36,1. Never Married,1. White,2. HS Grad,1. Industrial,1. <=Good,1. Yes,81.2832532843
2005,67,4. Divorced,1. White,4. College Grad,2. Information,2. >=Very Good,2. No,76.8936025176
2009,47,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,152.8388009912
2003,27,2. Married,1. White,2. HS Grad,2. Information,1. <=Good,1. Yes,85.383940379
2003,42,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,141.7751723332
2009,58,2. Married,3. Asian,4. College Grad,2. Information,1. <=Good,1. Yes,114.4757132903
2009,40,1. Never Married,2. Black,1. < HS Grad,2. Information,2. >=Very Good,1. Yes,
2003,34,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,96.3706528322
2003,61,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,2. No,130.9821773775
2007,31,1. Never Married,4. Other,3. Some College,2. Information,1. <=Good,2. No,81.2832532843
2006,39,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,148.4131591026
2003,53,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,126.9578856772
2003,60,2. Married,1. White,5. Advanced Degree,1. Industrial,1. <=Good,1. Yes,118.8843593399
2004,52,4. Divorced,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,115.3750385564
,48,2. Married,1. White,4. College Grad,2. Information,1. <=Good,2. No,109.5472966342
2005,45,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,148.4131591026
2003,37,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,1. Yes,99.6894636985
2004,38,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,148.4131591026
2003,51,2. Married,1. White,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,148.4131591026
2003,21,1. Never Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,53.6387220222
2006,28,1. Never Married,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,64.5420748733
2008,44,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,136.1577108372
2006,26,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,113.5670895698
2003,40,1. Never Married,1. White,5. Advanced Degree,1. Industrial,2. >=Very Good,1. Yes,102.8702469332
2005,55,2. Married,1. White,2. HS Grad,2. Information,1. <=Good,1. Yes,104.9215065337
2005,34,1. Never Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,82.6796372966
2006,34,2. Married,1. White,2. HS Grad,1. Industrial,1. <=Good,2. No,108.8745258347
2004,40,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,109.8339856422
2006,45,5. Separated,2. Black,2. HS Grad,2. Information,2. >=Very Good,1. Yes,65.1108537153
2004,51,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,82.6796372966
,52,2. Married,1. White,3. Some College,1. Industrial,1. <=Good,1. Yes,118.8843593399
2009,29,1. Never Married,3. Asian,4. College Grad,2. Information,2. >=Very Good,2. No,99.6894636985
2006,23,1. Never Married,1. White,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,81.2832532843
2008,60,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,104.9215065337
2003,58,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,104.9215065337
2004,59,2. Married,1. White,1. < HS Grad,,1. <=Good,1. Yes,89.1678286671
2005,42,1. Never Married,1. White,4. College Grad,2. Information,1. <=Good,1. Yes,101.8243520757
2004,32,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,70.4760196469
2005,40,2. Married,1. White,3. Some College,2. Information,2. >=Very Good,1. Yes,91.6992261117
2007,58,4. Divorced,1. White,3. Some College,2. Information,1. <=Good,1. Yes,111.720849361
2008,55,4. Divorced,1. White,5. Advanced Degree,2. Information,1. <=Good,1. Yes,129.4536445766
2003,43,1. Never Married,1. White,1. < HS Grad,1. Industrial,1. <=Good,1. Yes,
2004,28,2. Married,1. White,5. Advanced Degree,2. Information,2. >=Very Good,1. Yes,99.6894636985
2004,43,2. Married,1. White,4. College Grad,1. Industrial,2. >=Very Good,1. Yes,272.2947832201
2005,40,2. Married,1. White,2. HS Grad,1. Industrial,2. >=Very Good,2. No,117.1468169148
2007,49,2. Married,2. Black,,2. Information,2. >=Very Good,1. Yes,104.9215065337
2003,44,2. Married,1. White,3. Some College,1. Industrial,2. >=Very Good,2. No,101.8243520757
2006,37,2. Married,1. White,1. < HS Grad,1. Industrial,2. >=Very Good,2. No,94.0727147457
2005,,1. Never Married,2. Black,3. Some College,2. Information,2. >=Very Good,2. No,73.7757432747
